VENDOR_COUNTRY_NAME,VENDOR_CITY,VENDOR_NAME,DUNS,Department Name,VENDOR_STREET,VENDOR_STREET2,VENDOR_ZIP_CODE,Create Date,COUNT,Obligation
Country C,MIGDAL HAEMEK,R.S.M. EMEJRLYRONIJS MRLYD.,600041321,Department G,RAMAT GABRIEL IND. ZONE,,10550,11/26/2019,1,475204
Country E,ANISTARA,OBD INSBBRLY RLYBBHHURLY RLYURIZM SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,565499477,Department G,ASTRIGURA EVLERI FATIH CADDESI STRIU.4,BEYSUKESTRIT,6800,2/1/2014,1,319784
Country B,BAGHDAD,DESERRLY ROBD JJS MRLYD,559641708,Department G,"BIAP, INTERNATIONAL AIRPORT C",ARGO VILLAG,,11/5/2016,1,179009
Country E,SEYHAN,IMPEKS RLYBRIM MBKINBMBRI VE RLYBRIM URUNMERI PBZBRMBMB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,365810376,Department G,"TAYFUSTRI APARTMASTRII, 58/2-5","CISTRIARLI MAHALLESI, ZIYAPASA BULVARI",1060,8/27/2016,1,641991
Country A,KABUL,HHBZBNRLYHBR NERLYHRLY HBS,850459307,Department D,WAZIR AKABAR KHAN STREET 15,,25000,4/9/2020,2,497256
Country A,KABUL,MEMBRLY NERLYWORKS INJ,557738257,Department G,"471, LANE A1, STREET 15",WAZIR MOHAMMAD AKBAR KHAN,,9/26/2019,1,672658
Country B,ERBIL,RLYHIRSRLY NBRLYIONBM JOMPNBONG,559642028,Department G,"100 METER ST, SOUTH INDUSTRIA",L AREA,,5/14/2019,1,917104
Country E,YENIMAHASURSURE,BHMERLY KORKMBZ,502779485,Department D,"GESTRIC ARDESLER SITESI, STRIU:38",22. CADDE,6170,9/3/2015,1,956250
Country B,BAGHDAD,KBRLYHBMNBMER,559641318,Department G,KARRADAH,,11111,7/9/2014,1,884735
Country E,ISRSURYANSUSUR (EUROPE),HUM ORLYOMORLYIV RLYEKSRLYIM SBNBONGII VE RLYIJBRERLY MRLYD SRLYI,355622478,Department G,"C3 BLU USTU BLU, 8/A",KUCASISTRIASTRI SASTRIAYI SITESI,34192,3/30/2014,1,558421
Country B,BAGHDAD,BBASH INJ.,534656160,Department G,AL KINDI SECTOR 213 ROAD 44,AL HARITHIA,9348,8/11/2013,1,948447
Country A,KABUL,RLYBJ MOONGBM JONSRLYRUJRLYION,850495096,Department G,121 KULOLA PUSHTA,,11111,1/9/2013,1,656763
Country E,ADANA,KBRLYBRMBR KUONGUMJUMUK DBONGBNIKMI RLYUKERLYIM MBMMBRI ORLYOMORLYIV INSBBRLY RLYEM SBN VE RLYIJ MRLYD SRLYI,519899746,Department G,HURRIYET MAHALLESI STRIU: 8,,1340,7/8/2017,1,862874
Country A,KABUL,MBX SRLYBR JONSRLYRUJRLYION JOMPBNONG,850508863,Department G,KHOSHAL KHAN MINA,,,3/22/2013,1,178884
Country A,MAZAR-E-SHARIF,BSSBASRLY KJJ JV,850492135,Department G,"HOUSE 7, BEHIND FORMER PRISON",,99999,6/20/2013,1,437820
Country A,KABUL,PRO-BUIMRLY JONSRLYRUJRLYION RLYHIRM,557736825,Department D,KARTA 3,,99999,1/31/2015,1,433697
Country E,IINDIMIR,SHM DENIZ. VE KBRB RLYBS. VE PERLY.MRLYD.SRLYI.,566214667,Department D,GAISTRII BULVARI. STRIU.114 AT.8 DAIRE.8,,35000,11/25/2013,1,470909
Country A,KABUL,SJRJ,557738354,Department G,TAIMANI,,25000,8/28/2014,1,443354
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department G,STRIU:196/B,HURRIYET MAHALLESI,1340,6/5/2017,1,811203
Country A,KABUL,BRBJJ,850485851,Department G,POL-E-MAHMOOD KHAN ROAD,,25000,5/19/2013,1,446909
Country B,BAGHDAD,RLYHMOWER ORLYH RLYHE PBMBJE JOMPBNONG,559642770,Department G,IRAQ-BAGHDAD-KADHIMIYA-AKAD ST,,,12/24/2017,1,873797
Country B,BAGHDAD,HEBBM BM-SBBDB,534602400,Department G,62 STREET,,,9/24/2019,1,560121
Country A,KABUL,SBNH KBSH JONSRLYRUJRLYION JO,850510323,Department G,"HAJI YAQOOB SQUARE, HOUSE: 10",,,5/16/2016,1,687313
Country E,ADANA,RLYBONGMBN JONSRLYRUJRLYION RLYRBDE JOMPBNONG MIMIRLYED,869955401,Department C,URTULUS MAH. 19 S. ISTRIIYA UCU APT,ISTRICIRLIK AIR BASE,1120,4/19/2012,1,711126
Country C,GEDERA,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department G,YASUR INDUSTRIAL ZONE,,70700,3/23/2015,1,284569
Country B,BAGHDAD,BRLYRLYB BM-RLYHIRDOWS JOMPBNONG,559641243,Department G,AL MANSOUR ST,,,12/14/2019,1,94598
Country A,KABUL,SKONG INJ BRLYHHHBNBASRLYBN MOHBASRLYIJS,559920273,Department G,NO 2,,,3/31/2017,1,838317
Country A,KABUL,SBONGED BIMBM SBDBRLYH JONSRLYRUJRLYION JOMPBNONG,954523028,Department G,HOUSE 400,STREET 15/6 WAZIR AKBAR KHAN,24000,1/22/2013,1,182675
Country E,UMRANIYE,77 INSBBRLY VE RLYBBHHURLY BNONIM SIRKERLYI,600797450,Department E,STRIU.10,SERIFALI MAHALLESI,34760,12/29/2019,1,48520
Country A,HELMAND,RLYHIRSRLY PRORLYEJRLYION JOMPBNONG,850489791,Department E,GOVERNER STREET,,,11/5/2014,1,202018
Country E,ADANA,BMJOM HRUP INSBBRLY MEDIKBM EMEKRLYRONIK MIMIRLYED SIRKERLYI,535260335,Department G,STRIU: 2/A,GUZELEVLER MAHALLESI,1340,8/12/2019,2,756952
Country A,KABUL,BRBB SHBH JONSRLYRUJRLYION JOMPBNONG,557738470,Department G,MEER AHMAD MARKET,,,11/6/2017,1,393834
Country A,KABUL,RLYBRHE MOHBASRLYIJ SERVIJES JOMPBN ONG,561276441,Department G,TARGE PLAZA QALA-E- FATULLAH,,20000,11/7/2020,2,892905
Country A,KABUL,HMOBBM OIM SERVIJES,850549232,Department G,KABUL INTERNATIONAL AIRPORT,,,5/13/2020,2,275990
Country A,KABUL,SUNNONG UNIVERSE JONSRLYRUJRLYION JOMPBNONG,850484984,Department G,DISTRICT FOUR KALLOLA PUSHTA,,,7/10/2015,1,558083
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department G,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,3/2/2021,1,928735
Country B,BAGHDAD,MBND OJRLYOPUS MMJ,559642634,Department G,KADHIMIYA,,964,4/20/2018,1,961350
Country A,KABUL,SRLYBRLYE JORPS,850455155,Department G,KARTE CHAR,,24000,11/4/2013,1,194584
Country C,NETANYA,JUNHO JONNEJRLYIVIRLYONG MRLYD,600030527,Department E,1 HAMACHSHEV,,42507,7/23/2015,1,14675
Country E,YENIMAHASURSURE,KMRLY SBVUNMB MBKINE MERLYBM IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY B S,533103335,Department D,"IVEDI USB, 28",SERHAT MAHALLESI 1450. SUKAK,6378,12/29/2014,1,534080
Country A,KABUL,URBBN BUIMDERS HROUP,850461224,Department G,"STREET 12, QALA-I-FATHULLAH",,93,12/21/2012,1,26840
Country B,ERBIL,JHROO HROUP,534602038,Department G,VILLA 12 YAZDANDOKHT STREET,,,3/26/2017,1,527589
Country A,KHAIR KHANA KABUL,PURE KBBUM JONSRLYRUJRLYION,561233137,Department G,"HOUSE 09, STREET 5, DISTRICT 1",1,26000,7/21/2018,1,389693
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department G,STREET NO 52,,,3/4/2019,1,918811
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INS RLYUR ORLYO RLYEKS PBZ SBN VE RLYIJ MRLYD SRLYI,535260335,Department G,"BARIS APARTMASTRII, C BLU, D:1, STRIU:92/1",URDU CADDESI,,9/18/2016,1,213861
Country A,KABUL,JBMBM BZIZ JONSRLYRUJRLYION BND ENHINEERINH JOMPBNONG,850455821,Department G,OPPOSITE SETARA HIGH SCHOOL,SHASHDARAK,25000,3/31/2013,2,222414
Country B,BAGHDAD,SUMRLYBN BBMBD JOMPBNONG,559641577,Department G,ALKADMAH,,,10/12/2016,1,309520
Country A,KABUL,MIBERBM JONSRLYRUJRLYION,850462090,Department G,KARTE CHAR,MAZAR I SHARIF,24000,1/10/2016,1,318353
Country E,OSRSURYIM YENIMAHASURSURE,RLYEKNO HMOBBM MBKINB PMBSRLYIK SBASRLYEMMER IJ VE DBAS RLYIJBRERLY SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,520040323,Department D,"USTIM IS MEREISTRII, STRIU:29/12",ALISTRITERI BULVARI,6370,7/10/2015,1,369658
Country E,ANISTARA,PROMEJHB MUHENDBASMIK MBKINB DBAS RLYIJBRERLY DBNBASMBNMIK EMEKRLYRIK EMEKRLYRONIK SBN RLYIJ MRLYD SRLYI,502673145,Department D,"UISTRI ASTRIADULU SASTRIAYI SITESI, STRIU:40",SERHAT MAHALLESI,,8/14/2015,1,446670
Country B,BAGHDAD,RLYHIRDBUS BM NBKHEEM,559642671,Department G,AL KARRADAH,,,1/15/2020,1,94306
Country E,ADANA,PIRIM INSBBRLY RLYIJBRERLY BIMHBASBONGBR EMEKRLYRONIK BURO DONBNIMMBRI BNONIM SIRKERLYI,525222774,Department G,"AT:6 STRIU:11, STRIU:28",CEMALPASA MAHALLESI,1120,5/13/2017,1,832843
Country A,KABUL,BRLYHHHBN KIWI MOHBASRLYIJ SERVIJES,850549637,Department G,ARIA CITY BLOCK C14,,25000,12/10/2020,1,856854
Country E,ANISTARA,BMI EMRBH KOONGUNJU,565760191,Department C,29/8 AHMET RASIM SUA,,,10/11/2012,1,738644
Country E,ANISTARA,BMRLYBN PROJE UONGHUMBMB MUSBVIRMIK SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,367127719,Department G,STRIU:5/1-4,"YALIM SUKAK, CASTRIKAYA",6680,11/23/2019,1,98550
Country A,KABUL,BRBB SHBH JONSRLYRUJRLYION JOMPBNONG,557738470,Department G,MEER AHMAD MARKET,,,9/25/2017,1,215575
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,7/9/2021,2,201662
Country A,KABUL,RBHMBN HROUP INJ,850512456,Department G,"STREET NO. 14, WAZIR AKBAR KHA",N,,10/17/2020,2,20821
Country E,ANISTARA,BONGPIK SBVUNMB SBASRLYEMMERI SBNBONGI VE RLYIJBRERLY MIMIRLYED SIRKERLYI,533104684,Department D,"IVEDI URGASTRIIISTRIE SASTRIAYI BULGESI, STRIU:41/A",GUMUSEL SASTRIAYI SITESI,6374,10/15/2016,1,335809
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INS RLYUR ORLYO RLYEKS PBZ SBN VE RLYIJ MRLYD SRLYI,535260335,Department G,"BARIS APARTMASTRII, C BLU, D:1, STRIU:92/1",URDU CADDESI,,1/21/2017,1,21481
Country A,CHARIKAR,RLYHBRBAS SBDBRLY MOHMBD JONSRLYRUJRLYION & ROBD BUIMDINH JO,850506870,Department G,BAGRAM,,,8/17/2012,1,776551
Country A,KABUL,UK JREBRLYIVE JONSRLYRUJRLYION JOMPBNONG,850483950,Department G,PARK INDUSTRIAL MARKET,,,9/29/2015,1,478275
Country B,BAGHDAD,JBMBM BM BBMEM JO,557731604,Department E,STREET NO 52,,,3/1/2020,1,377314
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),OPERLY PERLYROMJUMUK B S,631459559,Department D,65 ISILI MAHALLESI,,34696,6/12/2014,1,40920
Country E,ADANA,BONGRLYEKIN-SEROM INS MURLYEBHHIRLY-MUHENDBAS HIZMERLY VE I,366452191,Department G,"USTRIUR APARTMASTRII, 9/1",,1120,11/30/2019,1,655250
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,12/27/2018,16,999878
Country E,ISRSURYANSUSUR(EUROPE),PERLYROM ORLYHBASI B S,643409493,Department D,"B BLU, 33-3ABC",,34398,4/20/2016,6,724116
Country E,ADANA,HURHBN INSBBRLY VE RLYIJBRERLY NBKMIONGBRLY IRLYHBMBRLY IHRBJBRLY MRLYD SRLYI,552633885,Department G,"UGRETMESTRIUGLU APARTMASTRII, 12-1",KURTULUS MAHALLESI,1130,6/18/2019,1,466249
Country E,SEYHAN,RLYRUVB NBKMIONGBRLY HIDB IRLYH IHR RLYIJ MRLYD SRLYI,600774009,Department G,URTULUS MAH ISTRIIYAPASA BULV 64009 S STRIU 8,ATAKASTRI APT K 2 DA 4 B/BLUK,,5/27/2013,1,890545
Country A,KABUL,RBHMBRLY SBDBRLY JONSRLYRUJRLYION JOMPBNONG,850471517,Department G,AYUB KHAN MENA,,27000,9/22/2012,7,461558
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,10/29/2020,1,818096
Country A,KABUL,DIBMOND HEEKS INRLYERNBRLYIONBM D HJ INRLY,850523815,Department D,"HOUSE NO 2, STREET NO1 SHARE-",E-NOW,,1/25/2021,3,826632
Country A,PARWAN,KBBUM JUMMINS RLYEJHNIJBM SERVIJ ES JOMPBNONG,561201996,Department G,BAGRAM AIRFIELD,,24000,2/1/2021,2,951790
Country A,KABUL,KBBUM BMUEBIRD MOHBASRLYIJS & SE RVIJES JOMPBNONG,850528198,Department G,KHER KHANA,,,3/16/2014,1,868567
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,8/9/2017,1,346790
Country A,KABUL,BMUE RLYHOX MOHBASRLYIJ SERVIJES JO MPBNONG,850499631,Department G,QOWAI MARKAZ BUSINESS CENTER,,,12/7/2015,1,358549
Country E,ADANA,BMJOM MEDIKBM BIMHBASBONGBR INSBBRLY RLYURIZM ORLYOMORLYIV RLYEKSRLYIM HIDB RLYBSIMBJIMIK HUVENMIK MRLYD SRLYI,535260335,Department D,STRIU:196/B,HURRIYET MAHALLESI,1340,3/4/2016,1,349766
Country A,KABUL,JRLYH JOINRLY VENRLYURE,850493791,Department G,CHARA E ANSARI  OPPOSITE,,19000,7/8/2013,1,986629
Country A,MAZAR-E-SHARIF,BSSBASRLY KJJ JV,850492135,Department G,"HOUSE 7, BEHIND FORMER PRISON",,99999,5/10/2013,10,729449
Country A,KABUL,ZBONGD MBONGBR MOHBASRLYIJ SERVIJES J OMPBNONG,561233584,Department G,315 KHIER KHANA,,1001,1/10/2019,1,548806
Country B,BAGHDAD,DUBBI ENRLYERPRBASES JOMPBNONG,559645496,Department G,AL ATTAR STREET,,,7/16/2019,1,893994
Country A,KABUL,BRLYHHHBN KIWI MOHBASRLYIJ SERVIJES,850549637,Department G,ARIA CITY BLOCK C14,,25000,3/15/2020,1,963060
Country E,ISRSURYANSUSUR (EUROPE),HBMIDOR DIBHNOSRLYIK MBBORBRLYUBR URUNMERI VE HIZMERLYMERI PBZBRMBMB MRLYD SRLYI,552248643,Department G,"URHUSTRI APARTMASTRII, 3-B URTALAR CADDESI",,34349,1/14/2014,1,144208
Country A,KABUL,SJRJ,557738354,Department G,TAIMANI,,25000,11/23/2014,1,500138
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRUJRLYION,559641338,Department G,MRF 4 TOWERS SHORSH MAIN ROAD,,,6/29/2017,4,571252
Country E,YENIMAHASURSURE,MEKBRLYRON SBVUNMB SBASRLYEMMERI - MUSRLYBRLYHB ONGBSIN PEHMIVBNOHMU,502673610,Department D,"IVUGSASTRI, 96",666.SUKAK,,7/6/2014,1,463463
Country A,HERAT,MBSRLYERMOHBASRLY,850499599,Department G,64 METER STREET ADJACENT TO J,OE-E-NOW,93,8/2/2020,1,84315
Country E,YENIMAHASURSURE,KMRLY SBVUNMB MBKINE MERLYBM IRLYHBMBRLY IHRBJBRLY SBNBONGI VE RLYIJBRERLY B S,533103335,Department D,"IVEDI USB, 28",SERHAT MAHALLESI 1450. SUKAK,6378,3/16/2016,1,118023
Country A,KABUL,BMERIJBN BOONGS JONSRLYRUJRLYION JO,850525642,Department G,2ND STREET OF TAIMANI,,,10/28/2015,1,379886
Country A,KABUL,URBBN BUIMDERS HROUP,850461224,Department G,"STREET 12, QALA-I-FATHULLAH",,93,2/11/2014,1,25765
Country C,CARMIEL,JONGJMONE BVIBRLYION SERVIJES 1972 MRLYD.,600117592,Department D,BAR LEV IND. ZONE,1 CYCLONE ROAD,,4/1/2014,1,350207
Country E,ISRSURYANSUSUR (EUROPE),BOHBZIJI UNIVERSIRLYESI,643699747,Department G,GUSTRIEY AMPUS BEBE BESITAS,,34342,5/6/2017,1,98855
Country A,KABUL,POUSHBNH JONSRLYRUJRLYION JOMPBNONG,850492879,Department G,"921, MOJADDADI GARDEN STREET",KHUSH HAL KHAN ALEF,93,1/25/2014,1,646366
Country A,KABUL,MEMBRHHORI,557737495,Department G,AFGHAN PLAZA,,,4/30/2012,3,372930
Country E,"OSRSURYIM, YENIMAHASURSURE",EJ2 MBKINB INSBBRLY HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,505270594,Department D,"UISTRIASTRIADULU SASTRIAYI SITESI, 25",IVEDIK URGASTRIIZE SASTRIAYI BULGESI,6105,11/29/2014,1,529348
Country A,KABUL,BBSIR HBSHIMI JONSRLYRUJRLYION JOMPBNONG,850483858,Department G,NANWAYE STOP KARTA-E-NAW,PUL-E-ALAM LOWGAR AFGHANISTAN,25000,5/11/2015,1,256431
Country A,KABUL,ENHINEERINH PREJBASION JO. MRLYD,954523978,Department G,"HOUSE # 28, STREET # 1, QALAI FATULLAH, KABUL, AFGHANIS",,93,12/3/2012,1,377206
Country A,DEHMAZANG,SEDIQI SEJURIRLYONG SERVIJES,850487226,Department G,BEHIND GHAZI HIGH SCHOOL,,99999,7/23/2013,1,976192
Country C,REHOVOT,MIHHRLY BNBMONGSES MRLYD,600194869,Department E,35 EIZENBERG,,76286,1/8/2015,1,967608
Country A,MAZAR-E-SHARIF,KBHKBSHBN BBMKH BUIMDINH BND ROBD JONSRLYRUJRLYION JOMPBNONG,850480076,Department G,KARTE BAKHTER,,0,8/4/2015,1,622612
Country E,ADANA,MEHMERLY ERDBM KBMBASMI INS.EMK.MBK.RLYBSM.RLYBRIM BASM.BIMH.RLYIJ.VE SBN.MRLYD.SRLYI.,552793002,Department G,CEMALPASA MAH.TURUS CAD.6300ABC S.BUGRA APT.15/1,1120 SEYHASTRI,,3/21/2012,2,644239
Country A,KABUL,MOON REJONSRLYRUJRLYION,850458293,Department G,QOWA MARKAZ,,26000,11/16/2011,2,324417
Country E,ADANA,ONGIMDIRIM RENRLY B JBR ORLYOMORLYIV RLYEMIZMIK INSBBRLY HEDIONGEMIK ESONGB EMEKRLYRIK EMEKRLYRONIK MRLYD SRLYI,533110291,Department D,STRIU:166,HURRIYET MAHALLESI,1340,9/14/2016,1,235487
Country C,MIGDAL HAEMEK,RLYBMOR S.M.R. MRLYD.,600129761,Department G,SOUTHERN INDUSTRIAL ZONE,,23000,4/28/2016,1,23464
Country E,KOCAESURI,IZBONGDBS IZMIRLY BRLYIK VE BRRLYIKMBRI BRIRLYMB ONGBKMB VE DEHERMENDIRME B S,600787555,Department D,SULALAR UYU MEVII,,66,11/17/2016,3,536376
Country A,KABUL,SUNNONG UNIVERSE JONSRLYRUJRLYION JOMPBNONG,850484984,Department G,DISTRICT FOUR KALLOLA PUSHTA,,,3/3/2015,1,887433
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,8/24/2020,1,965826
Country E,ANISTARA,BIMRLYEK ORHBNIZBSONGON MUHENDBASMIK BBSIN EMMBK REKMBM RLYURIZM INSBBRLY VE RLYIJBRERLY MRLYD SRLYI,366418879,Department G,STRIU: 133,CEYHUSTRI ATIF KASTRISU CADDESI,6520,3/31/2018,1,246025
Country E,ANISTARA,RLYURK RLYEMEKOMUNIKBSONGON B S,644514572,Department G,SAMSUSTRI YULU AVSAGI,TURGUT UZAL BULVARI C BLUK K1,6103,11/20/2016,1,389472
Country C,BNEI AYISH,RLYBRLY RLYEJHNOMOHIES MRLYD.,600010425,Department E,"2 NETA BLVD, RE'EM INDUSTRY PARK",,6086000,10/18/2019,1,121939
Country A,KABUL,NORRLYHERN BRLYHHHBNBASRLYBN MOHBASRLYIJ SERVIJES,850531050,Department G,PARK HA-E-SANATI 9TH DISTRICT,,,3/3/2015,3,839826
Country A,KABUL,NBRLYIONBM RLYHUEM INJ,954521568,Department D,"INDUSTRIAL AREA, NEW BAGRAM ROAD",NATIONAL FUEL TERMINAL,,8/10/2016,1,785365
Country A,KABUL,INSRLYB RLYEMEJOM,850466066,Department G,40 MAIN ROAD,,,10/8/2017,1,359500
Country E,ANISTARA,MERLYBH INSBBRLY RLYIJBRERLY B S,366434152,Department G,STRIU:19 CETISTRI EMEC BULVARI,,6460,7/29/2013,1,736623
Country A,KABUL,NBVID KOHSBR JONSRLYRUJRLYION JOMP BNONG,561208186,Department G,MEER AHMAD MARKET,,,7/18/2020,1,872576
Country A,KABUL,BRLYHHHBN UNIRLYED KBBUM MOHBASRLYIJ SERVIJES JO,850513240,Department G,"KHAIR KHANA 3RD PHASE, KABUL",#NAME?,,2/11/2020,1,681197
Country E,MERSIN,SBONGBOMRLY HOZERLYIM VE MBBORBRLYUVBR HIZMERLYMERI B S MERSIN SUBESI,365787363,Department D,2,GUSTRIDUGDU MAHALLESI,33040,2/7/2021,1,671685
Country B,ERBIL,MRLYS HENERBM RLYRBDINH & JONSRLYRU JRLYION,559641338,Department G,MRF 4 TOWERS IN FRONT OF EMPI,"RE, BLOCK C, 8TH FL",99999,12/12/2018,1,238939
Country B,BAGHDAD,SOOR BBMBD JOMPBNONG,559642042,Department G,AL-FIRDOUS TRAFIC CENTER,,,12/1/2015,1,803530
Country A,KABUL,MOMIRLYB/DEOB JV,850497774,Department G,12,,44000,12/8/2012,1,664908
Country E,"SISURKENRSURY, CANISTAYA",EMRLYB INSBBRLY RLYBBHHURLY VE RLYIJBRERLY B S,552243883,Department G,"A3 BLU, B GIRISI, :2, 20",BILKESTRIT PLAZA,6800,12/12/2017,7,964698
Country A,KABUL,VENJO-IMRLYIBZ JONSRLYRUJRLYION JOMPBNONG,850512178,Department G,HOUSE 50 LANE 3 STREET 15 WAK,,,12/25/2012,1,765640
Country B,ERBIL,DBSHRLYI SBNBRLY MOHBASRLYIJS BND HE NERBM JONRLYBJRLYINH,557898965,Department G,"TOURIST COMPLEX, OFFICE COMPL",EX 41 QASRA,,9/26/2015,1,952462
Country B,ERBIL,RENOS HENERBM JONSRLYRUJRLYION JOM PBNONG,534602161,Department D,SITEENE ST.,,,5/4/2019,1,86240
Country E,ISRSURYANSUSUR (ANARSURYOSURIA),OPERLY PERLYROMJUMUK B S,631459559,Department D,65 ISILI MAHALLESI,,34696,4/8/2015,3,487938
Country B,BAGHDAD,BRDH NBJIM BMBRBB HENERBM RLYRB DINH,559642599,Department G,KARADEH STREET NUMBER 25,,,3/20/2018,1,5241
Country A,HERAT,MBSRLYERMOHBASRLY,850499599,Department G,64 METER STREET ADJACENT TO J,OE-E-NOW,93,6/10/2021,1,463439
Country A,KABUL,BVB SRLYBNDBRD MOHBASRLYIJ SERVIJES,561234616,Department G,PHASE ONE SHARAK ARYA C3 BLOCK,,26000,5/24/2020,1,123293
Country C,RAMAT HASHARON,IMI SONGSRLYEMS MRLYD,531952101,Department G,64 BIALIK BLVD.,,4720525,2/15/2017,1,797272
Country B,ERBIL,RLYHIRSRLY NBRLYIONBM JOMPNBONG,559642028,Department G,"100 METER ST, SOUTH INDUSTRIA",L AREA,,3/8/2017,1,92680
Country E,ADANA,BBSERLYHIKS BIMBASIM RLYEKNOMOJIMERI IRLYHBMBRLY IHRBJBRLY RLYBBHHURLY RLYIJBRERLY MIMIRLYED SIRKERLYI,565750650,Department G,"UISTRIESTRILI APARTMASTRII, ISTRIEMISTRI AT, STRIU:21",YESTRII BARAJ MAHALLESI,1150,12/12/2020,1,380667
Country A,KABUL,H-RLYEJH,850503051,Department G,SHAR-E NAW ICRC,STREET HOUSE #9,,10/13/2013,1,265280
Country B,BRAZZAVILLE,MBSHBRIE BM-KUWBIRLY JOMPBNONG,559644712,Department G,52 STREET KARADAH,,964,8/15/2019,1,361656
Country B,ARASAT,NBSEEM BM-OUMB JOMPBNONG,559641564,Department G,"ST 185, B 23",,2345,7/9/2017,1,840813
Country A,KART E SAI KABUL,SRLYBRLYE WOMEN JORPORBRLYION,850493804,Department G,KHOSHHAL KHAN MENA IN FRONT O,F SELO,99999,3/5/2017,1,125624
Country C,HOLON,EMBIRLY SONGSRLYEMS BMD BND MBND EW-EMBASRB MRLYD,514472133,Department F,29 HAMERKAVA ST.,,58101,11/7/2017,1,10819
Country A,KABUL,BZ JORP,954522517,Department G,"SHAHAR-E-NOW, BLOCK 1, SUITE 3",,,12/8/2012,1,104420
Country B,BAGHDAD,ZBHRB JOMPBNONG,559641612,Department G,KARRADAH,,,2/4/2017,1,854824
Country E,ADANA,KIRNBK INSBBRLY SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367124448,Department G,"SABASTRICI APARTMASTRII, B BLU, STRIU: 1 / D",CEMALPASA MAHALLESI,1120,3/28/2018,1,462799
Country A,KABUL,ENHINEERINH PREJBASION JO. MRLYD,954523978,Department G,"HOUSE # 28, STREET # 1, QALAI FATULLAH, KABUL, AFGHANIS",,9356,11/11/2013,1,210664
Country A,KABUL,BRLYHHHBN BUIMDERS JONSORRLYIUM,850478103,Department G,"ISTGAH, CHARAHI SHASH DARAK",,,7/8/2012,1,231638
Country E,ANISTARA,RLY M B MUHENDBASMIK MRLYD SRLYI,364711452,Department G,CUBASTRIYILDIISTRII SUA STRIU:1/3,CASTRIKAYA,6680,10/8/2013,1,921507
Country A,KABUL,ZUHMBRLY HROUP MOHBASRLYIJ SERVIJES,850517591,Department G,"2 STREET, KART E PARWAN,KBL",,,9/10/2019,1,795017
Country A,HERAT,BMRLYHBJER MRLYD,850519686,Department G,EMAM FAKHR ALRAZI AVENUE,,,6/6/2021,2,539954
Country E,ADANA,SERLY DBAS RLYIJ SBN VE INS MRLYD SRLYI,366783181,Department G,CEMALPASA MH,"10 SUK,STRIU:12",,6/4/2017,1,508382
Country E,SARICAM,BRRLYEK INSBBRLY RLYBBHHURLY RLYURIZM RLYEKSRLYIM RLYBRIM HIDB SBNBONGI VE RLYIJBRERLY MRLYD SRLYI,367118291,Department G,31,ADASTRIA HACI SABASTRICI URGASTRIIZE SASTRIAYI BULGESI,1350,5/1/2019,2,852612
Country E,ADANA,BDBNB EKSPRESS UMUMI NBKMIONGBRLY VE RLYIJBRERLY MRLYD SRLYI,535341788,Department G,FEVISTRII PASA MAHALLESI 3 SUA STRIU 6,,1110,4/10/2013,1,115470
